"spoken","spokn","lesson 6"
"sponsor","spnsr","lesson 19"
"spook","spok","lesson 14"
"sports","sprts","lesson 3"
"spotlessly","sptlsl","lesson 8"
"springfield","sprgfld","lesson 5, common word beginnings and endings"
"spudding","spdg","lesson 64 (complete text)"
"spun","spn","lesson 27"
"stabilizer","stablizr","lesson 49 (complete text)"
"stable","stab","lesson 3"
"stain","stan","lesson 26"
"stains","stans","lesson 8"
"stamp","stmp","lesson 22"
"stamping","stmpg","lesson 22"
"stand","stn","lesson 7"
"standard","stndrd","lesson 25"
"standards","stndrds","lesson 25"
"stands","stns","lesson 24"
"star","str","lesson 2, phonetic abbreviations"
"star-spangled","str-spgld","lesson 27"
"stars","strs","lesson 27"
"start","strt","lesson 21"
"starting","strtg","lesson 26"
"state","stat","lesson 5, common word beginnings and endings"
"stationery","stasr","lesson 61 (complete text)"
"stay","sta","lesson 3"
"steadily","stdl","lesson 5, common word beginnings and endings"
"steam","stm","lesson 18"
"steamboat","stmbot","lesson 18"
"steamships","stmsps","lesson 21"
"steel","stel","lesson 4"
"sterilization","strlzas","lesson 62 (complete text)"
"stewardship","sturdsp","lesson 5, common word beginnings and endings"
"stewed","stud","lesson 23"
"stiches","stcs","lesson 20"
"still","stl","lesson 27"
"stitch","stc","lesson 66 (complete text)"
"stitches","stcs","lesson 20"
"stock","stk","lesson 19"
"stomach","stmc","lesson 15"
"stood","stod","lesson 9"
"stop","stp","lesson 8"
"stopped","stpd","lesson 3, lesson 5, common word beginnings and endings"
"store","stor","lesson 9"
"stores","stors","lesson 6"
"stove","stov","lesson 23"
"stratification","strtfcas","lesson 5, common word beginnings and endings"
"streaming","strmg","lesson 27"
"strength","strgt","lesson 27"
"stringer","strgr","lesson 57 (complete text)"
"stripes","strips","lesson 27"
"strong","strg","lesson 26"
"struggled","strgld","lesson 30"
"students","stodns","lesson 3"
"studies","stds","lesson 16"
"study","std","lesson 3"
"style","stil","lesson 7"
"subsequent","sbsqn","lesson 9"
"subsoiling","sbsylg","lesson 48 (complete text)"
"substantial","sbstnsl","lesson 5, common word beginnings and endings"
"substitute","sbsttut","lesson 5, common word beginnings and endings"
"successful","scsf","lesson 10"
"such","sc","lesson 3"
"sufficiently","sfstl","lesson 9"
"suggest","sgst","lesson 29 (complete text)"
"suit","sut","lesson 2, phonetic abbreviations"
"suitability","sutbl","lesson 23"
"suited","sutd","lesson 24"
"suiting","sutg","lesson 24"
"suitings","sutgs","lesson 24"
"suits","suts","lesson 24"
"sunday","sn","lesson 4, day of week and months"
"superior","sprr","lesson 5, common word beginnings and endings"
"supermarket","sprmrkt","lesson 14"
"supermarkets","sprmrkts","lesson 18"
"supplied","splid","lesson 16"
"supply","spli","lesson 19"
"supreme","sprm","lesson 5, common word beginnings and endings"
"sure","sr","lesson 2, phonetic abbreviations, lesson 5, common word beginnings and endings"
"surely","srl","lesson 5, common word beginnings and endings"
"survey","srva","lesson 16"
"sweater","swtr","lesson 20"
"sweaters","swtrs","lesson 20"
"sweet","swet","lesson 9 (complete text)"
"swimming","swmg","lesson 3"
"symptomatic","smptomtc","lesson 65 (complete text)"
"symptoms","smptms","lesson 70 (complete text)"
"synchronization","sncrnzas","lesson 60 (complete text)"
"tabe","tap","lesson 1,rule 3 (omit sounding vowels within a word, unless they have a long sound)"
"tables","tabs","lesson 21"
"tact","tk","lesson 2 (complete text)"
"tactics","tcts","lesson 11"
"take","k","lesson 3, briefs k=kind, make, take"
"taken","kn","lesson 6"
"tame","tam","lesson 1, rule 1 (never write a silent vowel)"
"tape","tap","lesson 14"
"task","tsk","lesson 30"
"taste","tast","lesson 6"
"tastes","tasts","lesson 23"
"taught","tt","lesson 2, phonetic abbreviations"
"tax","tx","lesson 8"
"team","tm","lesson 2 (complete text)"
"teapot","tpt","lesson 2 (complete text)"
"tear","tr","lesson 14"
"tearing","trg","lesson 14"
"tease","ts","lesson 2, phonetic abbreviations"
"tech","tc","lesson 28"
"teenagers","tenagrs","lesson 10"
"teeth","tet","lesson 16"
"telegenic","tlgnc","lesson 67 (complete text)"
"television","tlvzn","lesson 28"
"tell","tl","lesson 6"
"tells","tls","lesson 21"
"templates","tmplats","lesson 57 (complete text)"
"ten","10","lesson 28"
"tenderness","tndrn","lesson 23"
"tension","tns","lesson 2, phonetic abbreviations"
"tentative","tnttv","lesson 5, common word beginnings and endings"
"term","trm","lesson 27"
"termite","trmit","lesson 5, common word beginnings and endings"
"terrify","trf","lesson 12"
"test","tst","lesson 58 (complete text)"
"tested","tstd","lesson 22"
"testing","tstg","lesson 30"
"tests","tsts","lesson 4"
"texas","texas","lesson 21"
"than","tn","lesson 3"
"thank","t","lesson 4, briefs t=thank, that, there, this, to, too"
"that","t","lesson 3, lesson 4, briefs t=thank, that, there, this, to, too"
"that's","t's","lesson 29"
"the","e","lesson 3, briefs e=he, the"
"theater","tetr","lesson 11"
"their","tr","lesson 3"
"them","tm","lesson 4"
"themselves","tmslvs","lesson 5, common word beginnings and endings"
"then","tn","lesson 29"
"theories","teors","lesson 28"
"therapeutic","trputc","lesson 70 (complete text)"
"therapy","trp","lesson 70 (complete text)"
"there","t","lesson 4, briefs t=thank, that, there, this, to, too"
"therefore","tf","lesson 7"
"thermonuclear","trmonuclr","lesson 52 (complete text)"
"thermopile","trmopil","lesson 5, common word beginnings and endings"
"these","tes","lesson 4"
"thesis","tes","lesson 11"
"they","y","lesson 4, briefs y=they, why, your"
"thief","tef","lesson 2 (complete text)"
"things","tgs","lesson 18"
"think","tnk","lesson 24 (lesson 20 shows tk, probable error)"
"thinking","tnkg","lesson 28"
"thinks","tnks","lesson 23"
"third","3rd","lesson 9"
"this","t","lesson 4, briefs t=thank, that, there, this, to, too"
"those","tos","lesson 28"
"though","to","lesson 25"
"three","3","lesson 3"
"thrifty","trft","lesson 8"
"thrive","triv","lesson 22"
"throat","trot","lesson 2, phonetic abbreviations"
"through","tro","lesson 19"
"throughout","troo","lesson 20"
"thursday","t","lesson 4, day of week and months"
"thus","ts","lesson 3"
"tidings","tidgs","lesson 5, common word beginnings and endings"
"tighten","titn","lesson 13"
"tile","til","lesson 51 (complete text)"
"time","i","lesson 3, briefs i=i, is, it, time"
"times","is","lesson 10"
"tipple","tpl","lesson 56 (complete text)"
"tires","tirs","lesson 3"
"tissues","tsus","lesson 61 (complete text)"
"titanium","titanm","lesson 53 (complete text)"
"title","titl","lesson 68 (complete text)"
"to","t","lesson 3, lesson 4, briefs t=thank, that, there, this, to, too"
"today","tda","lesson 3"
"together","tgtr","lesson 20"
"tolerance","tlrn","lesson 49 (complete text)"
"tomorrow","tmro","lesson 3"
"tone","ton","lesson 2, phonetic abbreviations"
"too","t","lesson 4, briefs t=thank, that, there, this, to, too"
"took","tok","lesson 17"
"tools","tols","lesson 3"
"tooth","tot","lesson 14"
"toothbrush","totbrs","lesson 14"
"toothpaste","totpast","lesson 61 (complete text)"
"top","tp","lesson 23"
"torn","torn","lesson 27"
"total","totl","lesson 29"
"totals","totls","lesson 19"
"tourist","trst","lesson 4"
"town","twn","lesson 26"
"toxic","txc","lesson 70 (complete text)"
"track","trk","lesson 2 (complete text)"
"tractor","trctr","lesson 48 (complete text)"
"trade","trad","lesson 18"
"traffic","trfc","lesson 7"
"trained","trand","lesson 22"
"tramroad","trmrod","lesson 56 (complete text)"
"trans-atlantic","trns-atlntc","lesson 21"
"transcontinental","trnsctnntl","lesson 21"
"transistor","trnstr","lesson 60 (complete text)"
"transit","trnst","lesson 5, common word beginnings and endings"
"transport","trnsprt","lesson 5, common word beginnings and endings"
"transportation","trnsprtas","lesson 12"
"travel","trvl","lesson 29"
"treasure","trzr","lesson 2 (complete text)"
"treasurer","trzrr","lesson 10"
"treasury","trzr","lesson 19"
"treat","trt","lesson 26"
"treatment","trtm","lesson 26"
"treble","trb","lesson 11"
"trial","tril","lesson 2 (complete text)"
"tries","tris","lesson 10"
"trip","trp","lesson 6"
"trouble","trb","lesson 2 (complete text)"
"true","tro","lesson 14"
"truly","trol","lesson 3"
"trust","trst","lesson 10"
"try","tri","lesson 3 (complete text)"
"tube","tub","lesson 49 (complete text)"
"tuberculosis","tubrculos","lesson 22"
"tubes","tubs","lesson 14"
"tuesday","tu","lesson 4, day of week and months"
"turn","trn","lesson 1,rule 3 (omit sounding vowels within a word, unless they have a long sound)"
"turned","trnd","lesson 3"
"turning","trng","lesson 3"
"twelve","12","lesson 19"
"twilight's","twilit's","lesson 27"
"two","2","lesson 21"
"types","tips","lesson 22"
"typhoid","tifyd","lesson 22"
"u.s.","u.s.","lesson 22"
"uboat","ubot","lesson 2 (complete text)"
"umpire","mpir","lesson 5, common word beginnings and endings"
"unaware","nwr","lesson 24"
"unconcern","nccrn","lesson 5, common word beginnings and endings"
"under","u","lesson 4, briefs u=under, up, us, you"
"undercut","uct","lesson 2 (complete text)"
"underlie","uli","lesson 5, common word beginnings and endings"
"undersign","usin","lesson 15"
"understand","ustn","lesson 2, phonetic abbreviations"
"understanding","ustng","lesson 28"
"understood","ustod","lesson 15"
"understudy","ustd","lesson 2 (complete text)"
"undoubtedly","ndwtdl","lesson 29"
"undreamed","ndrmd","lesson 18"
"unfinished","nfnsd","lesson 30"
"unfit","nft","lesson 22"
"unhealthy","nhlty","lesson 22"
"uniform","unfm","lesson 4"
"unify","unf","lesson 15"
"union","unyn","lesson 15"
"united states","u.s.","lesson 19"
"unpleasantness","nplsnn","lesson 7"
"unsatisfactory","nstsfctor","lesson 7"
"up","u","lesson 4, briefs u=under, up, us, you"
"upon","uo","lesson 27"
"uranium","uranm","lesson 52 (complete text)"
"urban","urbn","lesson 16"
"us","u","lesson 4, briefs u=under, up, us, you"
"use","us","lesson 1, rule 2 (always write a sounding vowel if at the beginning of a word)"
"used","usd","lesson 18"
"useful","usf","lesson 2 (complete text)"
"using","usg","lesson 16"
"usually","uzul","lesson 20"
"utility","utl","lesson 2 (complete text)"
"utter","utr","lesson 1(complete text)"
"vacation","vacas","lesson 28"
"vaccination","vcnas","lesson 48 (complete text)"
"vaccine","vcn","lesson 70 (complete text)"
"vacuum","vcum","lesson 1, rule 4 (if a word contains a double vowel, write only one)"
"vain","van","lesson 30"
"value","vlu","lesson 19"
"values","vlus","lesson 24"
"varied","vrd","lesson 15"
"various","vrs","lesson 23"
"varnish","vrns","lesson 14"
"vary","vr","lesson 7"
"vaudeville","vdvl","lesson 5, common word beginnings and endings"
"veer","ver","lesson 15"
"vegetable","vgtb","lesson 22"
"vegetables","vgtbs","lesson 3"
"vehement","vm","lesson 2, phonetic abbreviations"
"vehicle","vcl","lesson 15"
"velour","vlr","lesson 54 (complete text)"
"velvet","vlvt","lesson 69 (complete text)"
"veneer","vner","lesson 51 (complete text)"
"ventilation","vntlas","lesson 56 (complete text)"
"very","v","lesson 4, briefs v=ever, every, have, receive, very"
"veto","vto","lesson 15"
"video","vdo","lesson 2 (complete text)"
"vignette","vnyt","lesson 66 (complete text)"
"vinegar","vngr","lesson 26"
"virgin","vrgn","lesson 27"
"virginia","va.","lesson 17"
"virtue","vrtu","lesson 2 (complete text)"
"viscera","vcra","lesson 22"
"viscosity","vscst","lesson 53 (complete text)"
"visit","vst","lesson 7"
"vital","vitl","lesson 15"
"vitamins","vitms","lesson 13"
"vividness","vvdn","lesson 2 (complete text)"
"voltage","voltg","lesson 59 (complete text)"
"vote","vot","lesson 3"
"wallboards","wlbords","lesson 57 (complete text)"
"want","wn","lesson 24"
"wants","wns","lesson 3 (complete text)"
"war","wr","lesson 28"
"warm","wrm","lesson 23"
"wars","wars","lesson 18"
"was","z","lesson 4, briefs z=as, has, his, was"
"wash","ws","lesson 26"
"washable","wsb","lesson 69 (complete text)"
"washcloths","wsclts","lesson 61 (complete text)"
"washing","wsg","lesson 26"
"washington","wsgtn","lesson 5 common word beginnings and endings (lesson 20 shows wash, probable error)"
"watched","wcd","lesson 27"
"water","wtr","lesson 26"
"wave","wav","lesson 27"
"way","wa","lesson 18"
"waybill","wabl","lesson 70 (complete text)"
"wayward","wawrd","lesson 11"
"we","w","lesson 4, briefs w=how, now, we, were, which, with"
"weak","wk","lesson 2, phonetic abbreviations"
"weasel","wsl","lesson 2 (complete text)"
"weather","wtr","lesson 23"
"wednesday","w","lesson 4, day of w eek and months"
"weed","wed","lesson 2 (complete text)"
"week","wek","lesson 3"
"weevil","wevl","lesson 15"
"weigh","wa","lesson 11"
"weight","wat","lesson 29"
"welcome","lc","lesson 21"
"well","l","lesson 3, briefs l=all, also, letter, well, will"
"well-being","l-bg","lesson 13"
"well-organized","l-rgnizd","lesson 21"
"were","w","lesson 4, briefs w=how, now, we, were, which, with"
"west","wst","lesson 18"
"westward","wstwrd","lesson 17"
"whack","wk","lesson 2 (complete text)"
"what","o","lesson 3, briefs o=of, on, out, what"
"wheel","wel","lesson 2, phonetic abbreviations"
"when","n","lesson 3, briefs n=in, information, know, no, not, when"
"whether","wtr","lesson 3"
"which","w","lesson 4, briefs w=how, now, we, were, which, with"
"while","wil","lesson 29 (complete text)"
"whip","wp","lesson 15"
"who","ho","lesson 7"
"wholesale","holsal","lesson 22"
"wholesome","holsm","lesson 15"
"wholesomeness","holsmn","lesson 22"
"whose","hos","lesson 24"
"whould","sd","lesson 26"
"why","y","lesson 4, briefs y=they, why, your"
"wild","wild","lesson 17"
"wilderness","wldrn","lesson 17"
"will","l","lesson 3, briefs l=all, also, letter, well, will"
"willing","lg","lesson 18"
"winter","wntr","lesson 17"
"wire","wir","lesson 6"
"wish","s","lesson 4, briefs s=see, she, sincerely, so, wish"
"wishes","ss","lesson 4"
"with","w","lesson 4, briefs w=how, now, we, were, which, with"
"withhold","whold","lesson 5, common word beginnings and endings"
"within","wn","lesson 15"
"women","wm","lesson 3"
"won","wn","lesson 8"
"wonder","wndr","lesson 15"
"woods","wods","lesson 17"
"wool","wol","lesson 26"
"word","outline","notes"
"wore","wor","lesson 3"
"work","wrk","lesson 1(complete text)"
"workers","wrkrs","lesson 20"
"working","wrkg","lesson 18"
"workmanship","wrkmsp","lesson 24"
"world","wrld","lesson 20"
"worn","worn","lesson 27"
"worth","wrt","lesson 29 (complete text)"
"would","d","lesson 3, briefs d=dear, do, due, did, date, would"
"wrapped","rpd","lesson 14"
"wrapper","rpr","lesson 14"
"wrinkles","rnkls","lesson 24"
"written","rtn","lesson 10 (complete text)"
"yeah","y","no definitive example in workbook; just add to list supported by brief 'y', as it is extremely common"
"year","yr","lesson 6"
"years ago","yrs ag","lesson 18 (complete text), phrasing special case" 
"years ago","yrs ag","lesson 18 phrase (complete text)"
"years","yrs","lesson 17"
"yeast","yst","lesson 15"
"yellow","ylo","lesson 2 (complete text)"
"yesterday","ystrda","lesson 3 "
"yet","yt","lesson 27"
"yield","yld","lesson 2, phonetic abbreviations"
"you","u","lesson 4, briefs u=under, up, us, you"
"young","yg","lesson 28"
"your","y","lesson 4, briefs y=they, why, your"
"yours","ys","lesson 16"
"yourself","yslf","lesson 15"
"youth","ut","lesson 20"
"zeal","zl","lesson 15"
"zebra","zbra","lesson 15"
"zenith","znt","lesson 2, phonetic abbreviations"
"zero","zro","lesson 15"

